Bench,Mode,Frequency,Prefetch,Wait states,Energy,Duration,Energy (IT adjusted),Duration (IT adjusted),HW Cycles (IT adjusted),Avg power,Avg current,Avg voltage,Benchmark,Executed insns (no MULS),MULS insns,Taken branches,RAM data reads,RAM insn reads,RAM writes,Flash data reads,Flash insn reads,Flash writes,BL insns,BL word-aligned,PUSH/POP PC/LR
CE_Benchmark-CE-CONV-OPT1-x1-12-12-3-12-Og,0,24000000,0,1,0.862745,41.7875,0.850882,41.2129,989110125,0.020646,0.00672998,3.06777,CE_Benchmark-CE-CONV-OPT1-x1-12-12-3-12-Og,475809315,68949100,29592304,58608601,0,2836600,1401,296467210,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-12-12-3-12-Og,0,24000000,0,1,0.867919,41.7875,0.816418,41.2129,989110125,0.0198098,0.00645739,2.94351,CE_Benchmark-CE-CONV-OPT1-x1-12-12-3-12-Og,475809315,68949100,29592304,58608601,0,2836600,1401,296467210,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-12-12-3-12-Os,0,24000000,0,1,0.754495,36.0259,0.744121,35.5305,852733053,0.0209431,0.00682753,3.06746,CE_Benchmark-CE-CONV-OPT1-x1-12-12-3-12-Os,360390311,18667100,35735403,130242601,0,32058800,1501,206366406,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-12-12-3-12-Os,0,24000000,0,1,0.763111,36.0259,0.714126,35.5305,852733053,0.0200989,0.00655231,2.94381,CE_Benchmark-CE-CONV-OPT1-x1-12-12-3-12-Os,360390311,18667100,35735403,130242601,0,32058800,1501,206366406,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-12-20-1-4-Og,0,24000000,0,1,0.129444,6.25793,0.127664,6.17188,148125203,0.0206848,0.00674321,3.06752,CE_Benchmark-CE-CONV-OPT1-x1-12-20-1-4-Og,66935115,10542700,4790304,13555201,0,1412600,1401,41695010,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-12-20-1-4-Og,0,24000000,0,1,0.140575,6.25793,0.122513,6.17188,148125203,0.0198502,0.00647114,2.94375,CE_Benchmark-CE-CONV-OPT1-x1-12-20-1-4-Og,66935115,10542700,4790304,13555201,0,1412600,1401,41695010,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-12-20-1-4-Os,0,24000000,0,1,0.122646,5.91325,0.12096,5.83194,139966627,0.0207408,0.00676172,3.06741,CE_Benchmark-CE-CONV-OPT1-x1-12-20-1-4-Os,60723711,1155100,5920003,19001201,0,6084400,1501,35629806,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-12-20-1-4-Os,0,24000000,0,1,0.133463,5.91325,0.116088,5.83194,139966627,0.0199054,0.00648937,2.94386,CE_Benchmark-CE-CONV-OPT1-x1-12-20-1-4-Os,60723711,1155100,5920003,19001201,0,6084400,1501,35629806,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-12-20-3-4-Og,0,24000000,0,1,0.476303,23.0576,0.469754,22.7406,545773392,0.0206571,0.00673408,3.06755,CE_Benchmark-CE-CONV-OPT1-x1-12-20-3-4-Og,262772815,38190700,16314904,31984901,0,1412600,1401,163809310,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-12-20-3-4-Og,0,24000000,0,1,0.490779,23.0576,0.450792,22.7406,545773392,0.0198233,0.00646225,2.94373,CE_Benchmark-CE-CONV-OPT1-x1-12-20-3-4-Og,262772815,38190700,16314904,31984901,0,1412600,1401,163809310,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-12-20-3-4-Os,0,24000000,0,1,0.418368,19.8931,0.412615,19.6196,470869677,0.0210308,0.0068562,3.06742,CE_Benchmark-CE-CONV-OPT1-x1-12-20-3-4-Os,198956811,10371100,19746303,71990901,0,17604400,1501,113963506,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-12-20-3-4-Os,0,24000000,0,1,0.433315,19.8931,0.395993,19.6196,470869677,0.0201836,0.00658,2.94385,CE_Benchmark-CE-CONV-OPT1-x1-12-20-3-4-Os,198956811,10371100,19746303,71990901,0,17604400,1501,113963506,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-20-4-9-4-Og,0,24000000,0,1,1.88841,91.8246,1.86244,90.562,2173488282,0.0205654,0.00670432,3.06748,CE_Benchmark-CE-CONV-OPT1-x1-20-4-9-4-Og,1061245015,159841900,59398104,111819701,0,1323000,1401,666127710,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-20-4-9-4-Og,0,24000000,0,1,1.84062,91.8246,1.78734,90.562,2173488282,0.0197362,0.00643399,2.94379,CE_Benchmark-CE-CONV-OPT1-x1-20-4-9-4-Og,1061245015,159841900,59398104,111819701,0,1323000,1401,666127710,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-20-4-9-4-Os,0,24000000,0,1,1.48082,69.694,1.46046,68.7357,1649656980,0.0212474,0.00692635,3.06761,CE_Benchmark-CE-CONV-OPT1-x1-20-4-9-4-Os,682929011,51843100,65077103,283070501,0,60372400,1501,380409106,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-20-4-9-4-Os,0,24000000,0,1,1.45752,69.694,1.40145,68.7357,1649656980,0.0203889,0.0066465,2.94367,CE_Benchmark-CE-CONV-OPT1-x1-20-4-9-4-Os,682929011,51843100,65077103,283070501,0,60372400,1501,380409106,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-4-4-11-4-Og,0,24000000,0,1,0.112504,5.39782,0.110957,5.3236,127766399,0.0208425,0.00679432,3.06765,CE_Benchmark-CE-CONV-OPT1-x1-4-4-11-4-Og,62439615,9467500,3457504,6541701,0,68600,1401,39230110,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-4-4-11-4-Og,0,24000000,0,1,0.122893,5.39782,0.106471,5.3236,127766399,0.0199999,0.00651964,2.94363,CE_Benchmark-CE-CONV-OPT1-x1-4-4-11-4-Og,62439615,9467500,3457504,6541701,0,68600,1401,39230110,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-4-4-11-4-Os,0,24000000,0,1,0.0869651,4.0386,0.0857693,3.98307,95593662,0.0215335,0.00702026,3.06736,CE_Benchmark-CE-CONV-OPT1-x1-4-4-11-4-Os,39494011,3100700,3736903,16627701,0,3508400,1501,21925106,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-4-4-11-4-Os,0,24000000,0,1,0.0959474,4.0386,0.0823173,3.98307,95593662,0.0206668,0.00673772,2.94391,CE_Benchmark-CE-CONV-OPT1-x1-4-4-11-4-Os,39494011,3100700,3736903,16627701,0,3508400,1501,21925106,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-4-4-5-36-Og,0,24000000,0,1,0.232913,11.2185,0.22971,11.0642,265541895,0.0207615,0.00676722,3.06796,CE_Benchmark-CE-CONV-OPT1-x1-4-4-5-36-Og,128934215,18837100,7594704,14565901,0,542200,1401,80556310,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-4-4-5-36-Og,0,24000000,0,1,0.247115,11.2185,0.220379,11.0642,265541895,0.0199181,0.00649232,2.94333,CE_Benchmark-CE-CONV-OPT1-x1-4-4-5-36-Og,128934215,18837100,7594704,14565901,0,542200,1401,80556310,0,1001,600,600
CE_Benchmark-CE-CONV-OPT1-x1-4-4-5-36-Os,0,24000000,0,1,0.192243,9.06299,0.1896,8.93837,214520973,0.0212119,0.00691502,3.06751,CE_Benchmark-CE-CONV-OPT1-x1-4-4-5-36-Os,89707411,5769500,8723903,34837501,0,8001200,1501,50608506,0,1001,501,600
CE_Benchmark-CE-CONV-OPT1-x1-4-4-5-36-Os,0,24000000,0,1,0.205466,9.06299,0.181951,8.93837,214520973,0.0203562,0.00663606,2.94376,CE_Benchmark-CE-CONV-OPT1-x1-4-4-5-36-Os,89707411,5769500,8723903,34837501,0,8001200,1501,50608506,0,1001,501,600
CE_Benchmark-CE-CONV-OPT2-x1-12-12-3-12-Og,0,24000000,0,1,0.897975,44.0581,0.885628,43.4523,1042855227,0.0203816,0.00664434,3.06752,CE_Benchmark-CE-CONV-OPT2-x1-12-12-3-12-Og,513133915,68949100,29592304,58608601,0,2836500,1401,313055910,0,1001,600,600
CE_Benchmark-CE-CONV-OPT2-x1-12-12-3-12-Og,0,24000000,0,1,0.901882,44.0581,0.849895,43.4523,1042855227,0.0195593,0.00637626,2.94375,CE_Benchmark-CE-CONV-OPT2-x1-12-12-3-12-Og,513133915,68949100,29592304,58608601,0,2836500,1401,313055910,0,1001,600,600
CE_Benchmark-CE-CONV-OPT2-x1-12-12-3-12-Os,0,24000000,0,1,1.05941,51.3928,1.04484,50.6861,1216467576,0.0206141,0.00672049,3.06735,CE_Benchmark-CE-CONV-OPT2-x1-12-12-3-12-Os,561955511,18667100,29687403,182382601,0,48803600,1501,318612006,0,1001,501,600
CE_Benchmark-CE-CONV-OPT2-x1-12-12-3-12-Os,0,24000000,0,1,1.05695,51.3928,1.00279,50.6861,1216467576,0.0197846,0.00645005,2.94392,CE_Benchmark-CE-CONV-OPT2-x1-12-12-3-12-Os,561955511,18667100,29687403,182382601,0,48803600,1501,318612006,0,1001,501,600
CE_Benchmark-CE-CONV-OPT2-x1-12-20-1-4-Og,0,24000000,0,1,0.136498,6.64629,0.134621,6.5549,157317684,0.0205374,0.00669501,3.06759,CE_Benchmark-CE-CONV-OPT2-x1-12-20-1-4-Og,73846915,10542700,4790304,13555201,0,1412500,1401,43998910,0,1001,600,600
CE_Benchmark-CE-CONV-OPT2-x1-12-20-1-4-Og,0,24000000,0,1,0.147931,6.64629,0.129184,6.5549,157317684,0.0197079,0.00642459,2.94369,CE_Benchmark-CE-CONV-OPT2-x1-12-20-1-4-Og,73846915,10542700,4790304,13555201,0,1412500,1401,43998910,0,1001,600,600
CE_Benchmark-CE-CONV-OPT2-x1-12-20-1-4-Os,0,24000000,0,1,0.135933,6.56758,0.134064,6.47728,155454618,0.0206975,0.00674697,3.0677,CE_Benchmark-CE-CONV-OPT2-x1-12-20-1-4-Os,71233711,1155100,4825603,22557201,0,6136400,1501,40328206,0,1001,501,600
CE_Benchmark-CE-CONV-OPT2-x1-12-20-1-4-Os,0,24000000,0,1,0.147364,6.56758,0.12864,6.47728,155454618,0.0198601,0.00647399,2.94358,CE_Benchmark-CE-CONV-OPT2-x1-12-20-1-4-Os,71233711,1155100,4825603,22557201,0,6136400,1501,40328206,0,1001,501,600
CE_Benchmark-CE-CONV-OPT2-x1-12-20-3-4-Og,0,24000000,0,1,0.50107,24.3189,0.49418,23.9845,575628363,0.0206041,0.00671705,3.06744,CE_Benchmark-CE-CONV-OPT2-x1-12-20-3-4-Og,283508615,38190700,16314904,31984901,0,1412500,1401,173025210,0,1001,600,600
CE_Benchmark-CE-CONV-OPT2-x1-12-20-3-4-Og,0,24000000,0,1,0.515219,24.3189,0.474266,23.9845,575628363,0.0197738,0.00644637,2.94383,CE_Benchmark-CE-CONV-OPT2-x1-12-20-3-4-Og,283508615,38190700,16314904,31984901,0,1412500,1401,173025210,0,1001,600,600
CE_Benchmark-CE-CONV-OPT2-x1-12-20-3-4-Os,0,24000000,0,1,0.588963,28.4129,0.580865,28.0222,672533343,0.0207287,0.00675778,3.06738,CE_Benchmark-CE-CONV-OPT2-x1-12-20-3-4-Os,310842811,10371100,16347903,100890901,0,26872400,1501,176261906,0,1001,501,600
CE_Benchmark-CE-CONV-OPT2-x1-12-20-3-4-Os,0,24000000,0,1,0.60165,28.4129,0.55748,28.0222,672533343,0.0198942,0.00648571,2.94389,CE_Benchmark-CE-CONV-OPT2-x1-12-20-3-4-Os,310842811,10371100,16347903,100890901,0,26872400,1501,176261906,0,1001,501,600
